location,asset,mean_basis,std_basis,abs_basis,skew,spike_share,neg_share,peak_hour,trough_hour,diurnal_range,F1,F2,F3,F4,F5,F6,F7,F8,factor_r2,resid_std
RN_OCI_ALAMO,other,4.0701227940683085,25.13943319035689,4.9918996175266726,24.521364640427336,0.022411594980876335,0.11870093269811448,19,11,8.34463768115942,-0.0027969573640269454,0.03082663011482955,0.06650070185545906,-0.033492839936183655,0.06848208234872386,0.013403951330669088,-0.020384794676360837,-0.015091579503912277,0.8764776796887143,2.453901879347932
RN_RTS1,other,-3.0350083875729723,11.078118308597846,5.446446353083272,6.096723911243169,0.03167147554183721,0.48674763470442195,20,15,5.621417069243156,-0.04336172729746576,-0.014469111451483498,-0.02446900360549124,-0.018234570722303077,0.011322478982132494,-0.0009062313790067929,0.04981969657398891,-0.049059866563685495,0.8453867240152095,3.056013519433624
RN_SR_WIND1,wind,-10.192102261289673,35.569437956252536,13.148812990673019,-17.06322688396783,0.15426424209890627,0.5545192243172515,9,19,22.434009661835752,0.02281660949121577,-0.056087654664301795,-0.01768772672248215,0.021081069808029984,0.028114405742239765,-0.03693568632255171,-0.018773350281123983,0.0008320954297938407,0.8393300108388755,7.134441512178874
RN_TOSBATT,other,2.973890491847279,16.18255355105967,8.736063208749917,4.4539409209317835,0.06508756626182648,0.3250352278064819,20,15,11.336022544283413,-0.03901244093068969,-0.01573138816757055,0.014680128320874354,-0.019845197264458388,-0.01327135786657985,-0.02111858305583729,-0.0028678373516999385,-0.024899739934200305,0.6416055202393499,7.913905288112438
ROSELAND_ALL,wind,-0.784160236194055,5.897800698947803,2.9504609810105347,2.9127717449495636,0.006307454874857411,0.38857948064148157,19,15,6.886280193236715,-0.0060341872362071735,0.020770010023832407,0.020760899662744834,0.07778801985805106,-0.007760819289525589,0.05954639820620375,-0.06808992614495692,-0.06458916079288234,0.8350440884788458,1.8114500876065727
ROUTE66_RN,other,-7.293622089512179,12.333530538829852,8.787120042944373,2.2117864794248594,0.07636046433603973,0.6870428772730323,8,21,4.542769726247988,-0.030208584746173116,-0.001591357062763144,-0.06641295208144052,0.0012627951406286601,0.023283064002654678,0.03643686738410056,-0.027855010419318486,0.0808725711499988,0.8676014472541684,3.6744780782693054
ROW_ALL,wind,-2.2979755753875057,11.228183632796252,4.112069382003623,-13.753579031120488,0.019392068710997787,0.43145675367375697,9,16,4.365475040257649,0.023118490977647118,-0.029353916316681262,0.021475149462154817,0.0457907511691299,0.006048743530256382,0.07713642755777865,0.04176245377350856,0.03518565894650341,0.7562444219728599,3.211650892124216
RPUBRDS_RN,other,1.5432698114473595,7.165097953145506,3.0490793799906055,6.788972028454135,0.013151714419915453,0.24531973428168824,16,2,5.248482826438154,0.01515939093201881,0.0393923387750028,0.007398589457187218,0.004336839316235834,0.01319560541007445,-0.01837311621881969,-0.02547930445001178,0.03334937214129125,0.38696509220420605,4.088034091109749
RRANCHES_ALL,wind,9.794627927262969,20.561824879885513,13.76628598268805,4.29875194117232,0.1722471985506274,0.2385425753204053,2,15,25.07062786323586,-0.035014230197625076,-0.01993434696093257,0.05117706646534506,0.002427397496944278,-0.05052443508047863,-0.025706253735103195,-0.03983667054748634,0.041337849385235964,0.9183794244767612,4.961109753735914
RRC_WIND_ALL,wind,-4.300082533718044,9.30424911552296,5.627878279541031,3.9144345993290233,0.02851774810440851,0.6159162584714487,7,15,7.782834138486312,-0.0418910186842292,-0.010788699139946997,-0.03771347944547472,0.011171656173419711,0.003368034121143602,0.035802701436186295,-0.0036563942841481103,-0.014721398282210016,0.7895878135615332,3.2428983602556425
RSK_RN,other,-1.2327068375494865,14.852430267855382,8.84252633697913,3.7842530552405136,0.07213312755820976,0.44132053948869354,20,15,7.702512077294686,-0.04176325256647297,-0.010821180439456887,-0.009571001430083697,-0.030407212498311444,-0.006623893172590693,-0.004374334293420312,-0.012362331808642562,-0.032176959159003135,0.7145011199509865,6.525597834890252
RTLSNAKE_BT,other,9.75361269543045,20.713003197728153,13.776762396832853,4.320955752893932,0.17231429913440247,0.24364221968731128,0,15,25.28840579710145,-0.03469098700702054,-0.01966897864979033,0.05169297489863609,0.002759547144727466,-0.05056060251088512,-0.02559009937069369,-0.04030178965965882,0.04060841394185415,0.9131901401302014,5.163880480134866
RUSSEKST_RN,other,32.27282023753607,74.0611171260699,35.645402939005564,3.423754550775906,0.25994766154465543,0.20130175132523653,4,13,75.75650563607086,-0.027491511218202824,-0.011089519377795159,0.013593833522887407,0.00015713935563337877,-0.04390707840027764,-0.03197441456890478,-0.05655461776171835,0.09358924271170767,0.6368059412507524,42.39791571571534
RVRVLYS_ALL,wind,2.400946789237066,11.023054377884403,3.6563799235053343,15.276266853200024,0.01623834127356908,0.15775347245521035,16,2,5.313871368031655,0.01547660981613408,0.02204190114618749,0.05447071483345948,-0.029300124349707267,0.0728285291713344,0.0004263268359909609,-0.037994741700696555,0.024108256712310813,0.795593189889447,2.5441384457560363
SADLBACK_RN,other,9.586335637120042,19.933331499184085,13.56028316446353,4.129087757336238,0.16983157753472455,0.23666375897470307,3,15,24.391304347826086,-0.03617740429465779,-0.02064509393059049,0.0496642033148515,0.001336757011656838,-0.050721604108963314,-0.026015267335546148,-0.03771659013185343,0.04254072607445394,0.9386809452913786,4.1660779128760455
SADLBCK_AGR1,other,9.586335637120042,19.933331499184085,13.56028316446353,4.129087757336238,0.16983157753472455,0.23666375897470307,3,15,24.391304347826086,-0.03617740429465779,-0.02064509393059049,0.0496642033148515,0.001336757011656838,-0.050721604108963314,-0.026015267335546148,-0.03771659013185343,0.04254072607445394,0.9386809452913786,4.1660779128760455
