a,b,n,spread_median,spread_std,robust_sigma,opportunity_share,opportunity_share_oos,adf_stat,adf_p,half_life_is,half_life_oos,theta_is,theta_oos,reversion_yield,p_bh,discovery
BCATWD_WD_1,VORT_ALL_RN,14903,0.1999999999999993,4.714763758042071,1.1564279999999996,0.10908742331288343,0.13218519346902258,-11.651462110496453,2.0325565786670176e-21,10.366222057390152,7.692433880504815,0.06686593984987962,0.0901076553048588,0.11155732470303142,7.043218034501827e-21,True
CCEC_PUN2,OXY_PUN1,14903,0.0,0.5808803744717188,0.05930399999999873,0.0,0.0,-11.650014189123729,2.048033093866454e-21,2.7998274343543614,2.782127402171494,0.2475678222360817,0.24914286096996605,0.021181305416301203,7.06329374366696e-21,True
CCEC_ST1,OXY_PUN1,14903,0.0,0.5808803744717188,0.05930399999999873,0.0,0.0,-11.650014189123729,2.048033093866454e-21,2.7998274343543614,2.782127402171494,0.2475678222360817,0.24914286096996605,0.021181305416301203,7.06329374366696e-21,True
CCEC_PUN2,OXY_OXY_CCG1,14903,0.0,0.5566814196874577,0.05930399999999873,0.0,0.0,-11.649525545812143,2.053283065019465e-21,2.335618556927419,2.628212677647858,0.29677242394914116,0.2637332916224586,0.025391132393645238,7.06329374366696e-21,True
CCEC_ST1,OXY_OXY_CCG1,14903,0.0,0.5566814196874577,0.05930399999999873,0.0,0.0,-11.649525545812143,2.053283065019465e-21,2.335618556927419,2.628212677647858,0.29677242394914116,0.2637332916224586,0.025391132393645238,7.06329374366696e-21,True
CSC_CSECG1_2,WNDTS2_UNIT1,14903,1.3899999999999988,7.9409998215425865,3.4841099999999994,0.2695552147239264,0.219190337732051,-11.64202023049932,2.1356592941858617e-21,6.925555911493024,4.060954183636365,0.10008542121646309,0.17068579186462757,0.5030801923377857,7.332512405351851e-21,True
AJAXWIND_RN,WFCOGEN_CC1,14903,-0.10000000000000853,0.8447146417584291,0.3113460000000118,0.0,0.0,-11.641152662867384,2.145395441939535e-21,6.82801120175591,6.240193730733902,0.10151523775791312,0.11107783034781278,0.04559834347078183,7.332512405351851e-21,True
AJAXWIND_RN,WFCOGEN_24,14903,-0.10000000000000853,0.8447141532823426,0.3113460000000118,0.0,0.0,-11.64100594214928,2.1470464442732164e-21,6.8280376374363465,6.24082797260093,0.10151484472780296,0.11106654174783623,0.04559816693056626,7.332512405351851e-21,True
AJAXWIND_RN,WFCOGEN_13,14903,-0.10000000000000853,0.8447141532823426,0.3113460000000118,0.0,0.0,-11.64100594214928,2.1470464442732164e-21,6.8280376374363465,6.24082797260093,0.10151484472780296,0.11106654174783623,0.04559816693056626,7.332512405351851e-21,True
COL_COLETOG1,INGLCOSW_STG,14903,0.2699999999999996,3.0140819110489474,0.8450820000000003,0.0892446319018405,0.04518004920599419,-11.625101539123776,2.3338869364192244e-21,3.826526543562658,4.202147571005702,0.1811426557921106,0.16495069933825623,0.22084833082411948,7.927673399829753e-21,True
COL_COLETOG1,INGLCOS_CTG2,14903,0.2699999999999996,3.0140819110489474,0.8450820000000003,0.0892446319018405,0.04518004920599419,-11.625101539123776,2.3338869364192244e-21,3.826526543562658,4.202147571005702,0.1811426557921106,0.16495069933825623,0.22084833082411948,7.927673399829753e-21,True
COL_COLETOG1,INGLCOS_CTG1,14903,0.2699999999999996,3.0140819110489474,0.8450820000000003,0.0892446319018405,0.04518004920599419,-11.625101539123776,2.3338869364192244e-21,3.826526543562658,4.202147571005702,0.1811426557921106,0.16495069933825623,0.22084833082411948,7.927673399829753e-21,True
GOMZ_RN,HRBESS_BESS,14903,0.1700000000000017,0.8957837396255544,0.3854760000000023,0.0,0.0,-11.615956549988434,2.448714062569958e-21,7.768343811347682,3.615310973533626,0.08922715026431038,0.1917254658407598,0.04962138769359237,8.302808255165521e-21,True
OGS_SLR_RN,TYNAN_RN,14903,-0.21999999999999886,3.059827678056466,0.48925800000000796,0.07745398773006135,0.03354954148959964,-11.614026133381305,2.473677222079823e-21,5.940746439440608,5.333842403057733,0.1166767825602086,0.12995269229600498,0.08235631750781766,8.368278169206773e-21,True
BAFFIN_ALL,ELSAUZ_ALL,14903,0.3500000000000014,3.350300737614305,0.711648000000002,0.14858128834355827,0.051442630284052784,-11.612059375950816,2.4993761392286818e-21,13.209857408292992,7.405576639808077,0.052471965376764455,0.09359800246127882,0.05387249672757541,8.368278169206773e-21,True
ELSAUZ_ALL,TGW_T1_T2,14903,-0.3500000000000014,3.350300737614305,0.711648000000002,0.14858128834355827,0.051442630284052784,-11.612059375950807,2.499376139228736e-21,13.209857408292986,7.405576639808077,0.052471965376764476,0.09359800246127882,0.05387249672757543,8.368278169206773e-21,True
ELSAUZ_ALL,PENA_ALL,14903,-0.3500000000000014,3.350300737614305,0.711648000000002,0.14858128834355827,0.051442630284052784,-11.612059375950807,2.499376139228736e-21,13.209857408292986,7.405576639808077,0.052471965376764476,0.09359800246127882,0.05387249672757543,8.368278169206773e-21,True
BAFFIN_ALL,BBREEZE_1_2,14903,0.3500000000000014,3.3502959033012023,0.711648000000002,0.14858128834355827,0.051442630284052784,-11.61199130624907,2.5002704197201023e-21,13.209859484783928,7.405573592340244,0.05247195712856464,0.0935980409777959,0.053872488259222556,8.368278169206773e-21,True
BBREEZE_1_2,TGW_T1_T2,14903,-0.3500000000000014,3.350295903301203,0.711648000000002,0.14858128834355827,0.051442630284052784,-11.611991306249067,2.500270419720138e-21,13.209859484783928,7.40557359234024,0.05247195712856464,0.09359804097779593,0.053872488259222556,8.368278169206773e-21,True
BBREEZE_1_2,PENA_ALL,14903,-0.3500000000000014,3.350295903301203,0.711648000000002,0.14858128834355827,0.051442630284052784,-11.611991306249067,2.500270419720138e-21,13.209859484783928,7.40557359234024,0.05247195712856464,0.09359804097779593,0.053872488259222556,8.368278169206773e-21,True
ELSAUZ_ALL,STELLA_RN,14903,-0.3500000000000014,3.3502648802791897,0.7116480000000006,0.14858128834355827,0.051442630284052784,-11.611485094334858,2.5069310894148784e-21,13.209612410101325,7.404577118223642,0.052472938572361065,0.09361063697398984,0.053873495898774965,8.368278169206773e-21,True
BBREEZE_1_2,STELLA_RN,14903,-0.3500000000000014,3.3502600486441936,0.7116480000000006,0.14858128834355827,0.051442630284052784,-11.61141690719355,2.507829662759112e-21,13.20961407733729,7.404574066378583,0.0524729319495506,0.0936106755562442,0.053873489099194795,8.368278169206773e-21,True
E_BLACK_RN,GIGA_ESS_RN,14903,-0.030000000000001137,0.8330097085077403,0.17791199999999618,0.0,0.0,-11.61094446945968,2.514064458900223e-21,4.321418001841362,5.12809890709392,0.16039808698547428,0.13516649992867436,0.04116981970366848,8.374313303238067e-21,True
CATARINA_B1,HOLCOMB_RN1,14903,1.259999999999998,14.66553811019977,3.6249569999999975,0.36100460122699385,0.24983225229255202,-11.59991474347302,2.664184434465503e-21,6.095049354724508,7.0649579257528226,0.11372298077006714,0.09811058860426057,0.5947379240153574,8.858764411263148e-21,True
AMADEUS_ALL,NOVA2S_UNIT1,14903,0.08999999999999986,1.4866952456501346,0.37065000000000525,0.03824769938650307,0.0013419816595839856,-11.590262257295176,2.8030152560433185e-21,10.245705236372489,8.855594578214308,0.06765246164795537,0.07827223507557132,0.03617613345777207,9.304043621813962e-21,True
HB_NORTH,STRATEGC_RN,14903,-0.11000000000000654,1.2103515133202623,0.2668680000000101,0.02137653374233129,0.010512189666741221,-11.587828592997905,2.8391635648924054e-21,5.867113140689019,6.468662476615086,0.11814109664136181,0.10715463715501423,0.04548540203686438,9.407526208014767e-21,True
DRYFRIO_RN,HELIOS_RN,14903,-0.08999999999999986,3.3920702300107517,1.0822980000000006,0.09125766871165644,0.05188995750391411,-11.583861418181721,2.8991074201636414e-21,3.645005047062889,3.0916910649519895,0.19016357223386476,0.22419677969044075,0.29692633783102884,9.589355312848967e-21,True
HOUSEMTN_RN,HOVEY_GEN,14903,0.0,2.2353469491869222,0.4892579999999974,0.05914493865030675,0.015432789085215835,-11.583408809763837,2.906027480050874e-21,2.847171658480584,2.216018491131554,0.24345113807779642,0.3127894389572567,0.17184000779956268,9.595469445473393e-21,True
ESTONIAN_ALL,LPCCS_CT12,14903,0.0,0.5890307650742629,0.044477999999996416,0.0,0.0,-11.573823652040032,3.056581748890841e-21,4.076049283484144,3.335099623813644,0.17005368001032947,0.20783402558971847,0.010912036853974766,1.0012115928779348e-20,True
ESTONIAN_ALL,LPCCS_UNIT1,14903,0.0,0.5890307650742629,0.044477999999996416,0.0,0.0,-11.573823652040032,3.056581748890841e-21,4.076049283484144,3.335099623813644,0.17005368001032947,0.20783402558971847,0.010912036853974766,1.0012115928779348e-20,True
ESTONIAN_ALL,LPCCS_UNIT2,14903,0.0,0.5890308260645373,0.044477999999996416,0.0,0.0,-11.573749541481765,3.0577761455063034e-21,4.075968666420961,3.335099623813644,0.17005704343860575,0.20783402558971847,0.010912252679079547,1.0012115928779348e-20,True
NCARBIDEG8,TYNAN_RN,14903,0.029999999999997584,4.672186018402784,1.2453840000000103,0.1201111963190184,0.08007157235517781,-11.573083842435082,3.0685260938308617e-21,4.445174242256027,4.51219026106586,0.1559325108048312,0.15361656766579065,0.2801653955791729,1.0012115928779348e-20,True
NCARBID_PUN2,TYNAN_RN,14903,0.029999999999997584,4.672186755335614,1.2453840000000103,0.1201111963190184,0.08007157235517781,-11.573038895308601,3.069253297405931e-21,4.445183118529409,4.512188207900992,0.15593219943417266,0.15361663756538824,0.28016483613660853,1.0012115928779348e-20,True
NCARBID_PUN1,TYNAN_RN,14903,0.029999999999997584,4.672186755335614,1.2453840000000103,0.1201111963190184,0.08007157235517781,-11.573038895308601,3.069253297405931e-21,4.445183118529409,4.512188207900992,0.15593219943417266,0.15361663756538824,0.28016483613660853,1.0012115928779348e-20,True
NCARBIDE_1_7,TYNAN_RN,14903,0.029999999999997584,4.672186755335614,1.2453840000000103,0.1201111963190184,0.08007157235517781,-11.573038895308601,3.069253297405931e-21,4.445183118529409,4.512188207900992,0.15593219943417266,0.15361663756538824,0.28016483613660853,1.0012115928779348e-20,True
BRP_PBL2_RN,ECLIPSE_UN1,14903,-0.03999999999999915,6.466822990102688,1.9718580000000079,0.1942101226993865,0.08387385372399911,-11.566430317680103,3.178100764132227e-21,4.054939339496331,3.997281635214604,0.17093897652388607,0.17340463940633294,0.48628544964742554,1.0349340181993414e-20,True
HRNT_SLR_RN,SPLAIN1_RN,14903,-0.00999999999999801,0.6826109492116111,0.17791200000000673,0.0,0.0,-11.56380426654903,3.2224341167400295e-21,7.618086629543964,5.996930585827063,0.09098704363269214,0.11558365911356473,0.023353895623874906,1.0475679293594736e-20,True
LGD_LANGFORD,LZ_WEST,14903,-2.8500000000000014,9.632692718323975,5.574575999999997,0.4266679447852761,0.1966003131290539,-11.556192102037416,3.3545240876648703e-21,6.7041460172633265,6.8224854148714265,0.10339082394313545,0.1015974587573388,0.8315117220963473,1.088638005808222e-20,True
BAKE_RN_ALL,LPCCS_UNIT2,14903,0.0,0.27980573008580695,0.01482599999999705,0.0,0.0,-11.555011365927285,3.375499705207882e-21,3.8353286109639124,2.790467476270092,0.18072693395253564,0.2483982294918011,0.003865640080386987,1.090150161656521e-20,True
BAKE_RN_ALL,LPCCS_CT12,14903,0.0,0.2798055704843193,0.01482599999999705,0.0,0.0,-11.554956965872547,3.3764693167585694e-21,3.835277460596393,2.790467476270092,0.18072934427335005,0.2483982294918011,0.0038656916356950032,1.090150161656521e-20,True
BAKE_RN_ALL,LPCCS_UNIT1,14903,0.0,0.2798055704843193,0.01482599999999705,0.0,0.0,-11.554956965872547,3.3764693167585694e-21,3.835277460596393,2.790467476270092,0.18072934427335005,0.2483982294918011,0.0038656916356950032,1.090150161656521e-20,True
SHANNONW_RN,TRINITY_ALL,14903,-0.129999999999999,0.9480822471708151,0.31134599999999596,0.0,0.0,-11.553138701358128,3.409040721973223e-21,7.545554456163488,10.764449361053005,0.09186166299465999,0.06439225614900751,0.04126217653172949,1.0987913195865993e-20,True
BOSQUESW_CC2,ROSELAND_ALL,14903,-0.019999999999999574,2.1127259676933874,0.2668680000000048,0.03249616564417178,0.13844777454708118,-11.551871674710563,3.431925937639877e-21,3.4382517367942573,8.249352998806225,0.2015987291280245,0.08402442963226953,0.07761735336134115,1.1042863731317428e-20,True
LASSO_GEN,RIGGIN_UNIT1,14903,-0.009999999999990905,3.0230301382547027,0.6597570000000004,0.09231211656441718,0.016327443524938492,-11.543814113750829,3.5811575482695236e-21,3.0253308519864603,1.8804129930279354,0.22911450498209754,0.36861433266519017,0.2180776358945329,1.1486679107556882e-20,True
BCATWD_WD_1,GRSES_UNIT1,14903,-0.4200000000000017,3.9347305439459674,0.6226920000000025,0.0660467791411043,0.08342652650413777,-11.543518558103411,3.5867549841276124e-21,10.257642530020924,5.160374802691551,0.06757373134531833,0.1343210923746107,0.06070517647476767,1.1486679107556882e-20,True
INGLCO_PUN1,PERE_SLR_RN,14903,-0.019999999999999574,2.3119116267273645,0.38547599999999704,0.04802530674846626,0.038246477298143594,-11.54344922089563,3.588069425246362e-21,3.9008203491026134,3.969478645353585,0.17769266936874042,0.17461919876336873,0.09881921378119247,1.1486679107556882e-20,True
BCATWD_WD_1,SHANNONW_RN,14903,0.05000000000000071,3.810414489430407,0.37065,0.06182898773006135,0.1503019458734064,-11.53898818694487,3.67367410796361e-21,9.006682306249656,8.52875449371107,0.07695921283678193,0.08127179426621531,0.04115277828138884,1.174086387207289e-20,True
BCATWD_WD_1,YNG_WND_ALL,14903,0.14000000000000057,4.739655975427731,0.889560000000002,0.10141871165644172,0.14068441064638784,-11.537468517550899,3.703306664086088e-21,10.712937666418268,8.116317801104538,0.06470187750020673,0.08540168060762922,0.08303604741288623,1.181560912049052e-20,True
OECCS_1,OECCS_CC2,14903,0.0,0.010237027571341427,0.0,0.0,0.0,-11.534270144398258,3.7664679131386926e-21,5.651884088721514,8.914363416050186,0.1226400205098224,0.07775621748962394,0.0,1.1996897797404725e-20,True
FTR_CC1,THW_CC1,14903,-0.030000000000001137,2.4014324156605147,0.48925800000000796,0.05703604294478527,0.08118989040483113,-11.525683761306631,3.941493246763345e-21,7.441087074424725,5.81024964306861,0.09315133308173698,0.11929731476974342,0.06575087686873128,1.2533286088867644e-20,True
OECCS_CC2,QALSW_ALL,14903,0.009999999999990905,0.11508300309422771,0.02965200000001517,0.0,0.0,-11.510326473608838,4.27539298269268e-21,6.249049428777469,5.626262042188954,0.11092041893090754,0.12319852423550991,0.004745041680013744,1.3572220676601594e-20,True
FLTCK_SSI,MNWL_BESS_RN,14903,0.5599999999999987,4.52202089234217,1.1416019999999993,0.1365989263803681,0.20509953030641914,-11.501748608659017,4.474246791781113e-21,5.2651185853425,5.771256660824764,0.13164892097389588,0.12010333646483301,0.21682360643843643,1.4179690000083527e-20,True
LGD_LANGFORD,QUEEN_BA_RN,14903,-4.17,9.411544521341288,6.345528,0.435295245398773,0.24960858868262134,-11.497235251373212,4.582618869591554e-21,5.978288208121211,7.745895772109773,0.11594408908194472,0.0894857355369695,1.061428920636498,1.4498854349945182e-20,True
TRINITY_ALL,WNDTS2_UNIT1,14903,0.0,4.933530724467873,0.5930399999999979,0.12893021472392638,0.15074927309326772,-11.494096655591195,4.659547612484698e-21,7.222002360770869,4.1397277695580215,0.09597714677096277,0.16743786527633173,0.08211573056543524,1.471763619836569e-20,True
LGD_LANGFORD,QUEEN_SL_RN,14903,-4.17,9.415389092095204,6.345527999999999,0.4353911042944785,0.24960858868262134,-11.49321195143323,4.68146801956328e-21,5.974535803083936,7.745895772109773,0.11601690966554366,0.0894857355369695,1.0620955684497806,1.4762229155022878e-20,True
